date,activity_action,activity_type,activity_name,contact_id
2019-09-19,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.01_invite,a076b8bab6ac669c8
2019-09-27,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,a94acc487799c0448
2019-09-27,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,a450b844ba78969a4
2019-09-27,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,790489b0cbbc4440
2019-10-17,open,email_open,2019_10_30 - webinar -6sense+ series 03 - personalize at scale.01_invite,7b8ba90049977744
2019-05-24,fill_out,form_fill,standard responsive form  - webinar,84ab5c507ca79b8a6
2019-05-24,open,email_open,2019_05_29 - webinar - sensei series 01 - abm fast track.01_a_invite,5457c6a997a984848
2019-10-14,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.03_re-invite last chance,79b4b9acb66a90688
2019-10-14,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.03_re-invite last chance,75657694059807888
2019-06-19,open,email_open,2019_06_26 - webinar - sensei series 03 - uncovering demand.01_invite,48004cbc047478b5
2019-06-19,open,email_open,2019_06_26 - webinar - sensei series 03 - uncovering demand.01_invite,65ac60a77ca4c9008
2019-12-17,view,known_web_visit,6sense.com/contact-us/,604c76a6a6068c776
2019-07-09,open,email_open,2019_07_10 - webinar - sensei series 04 - going account based.03_re-invite last chance,48004cbc047478b5
2019-06-25,open,email_open,2019_06_26 - webinar - sensei series 03 - uncovering demand.03_re-invite last chance,67b0bbbc49850b976
2019-06-28,open,email_open,2019_07_10 - webinar - sensei series 04 - going account based.01_invite,cacc080bc5c77487b
2019-10-31,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.01_invite_keep,406a898980508007b
2019-10-31,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.01_invite_keep,8c944770794a66896
2019-11-05,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.03_re-invite_keep_last chance,9cb7075b7bbc4706
2019-09-23,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.01_invite,b406c674656760588
2019-05-30,open,email_open,2019_06 - field event - b2b in the black - june 5-21.em 02 - invite 2,7c05567ba7969aa5b
2019-10-04,view,known_web_visit,6sense.com/contact-us/,85a4cb0ca47c84000
2019-06-11,view,known_web_visit,6sense.com/resources/events/meet-the-senseis/,84ab5c507ca79b8a6
2019-06-11,open,email_open,2019_06_12 - webinar - sensei series 02 - beyond abm.03_re-invite last chance,ab08886c8c59ac7ab
2019-06-11,open,email_open,2019_06_12 - webinar - sensei series 02 - beyond abm.03_re-invite last chance,c9cb79c75804965ab
2019-07-02,open,email_open,2019_07_10 - webinar - sensei series 04 - going account based.01_invite,6678596a94b857760
2019-11-01,view,known_web_visit,"6sense.com - wistia video - ""sdrs at socialchorus prioritize leads and succeed with 6sense"" - played",66a56c545c074b9b0
2019-11-01,view,known_web_visit,6sense.com/contact-us/,66a56c545c074b9b0
2019-03-20,open,email_open,2019_03-webinar-siriusdecisions & quorum.04_invite last chance,b95b677aa0c90bb08
2019-03-20,open,email_open,2019_03-webinar-siriusdecisions & quorum.04_invite last chance,497604c5c45a6a8cb
2019-05-28,open,email_open,2019_05_29 - webinar - sensei series 01 - abm fast track.01_b_invite,74c74aa7cb44c47b0
2019-05-28,open,email_open,2019_05_29 - webinar - sensei series 01 - abm fast track.01_b_invite,48b0c68bc0076b6a6
2019-10-23,click,email_click,2019_10_30 - webinar -6sense+ series 03 - personalize at scale.02_registration confirmation,440b8babc809bcc
2019-10-23,open,email_open,2019_10_30 - webinar -6sense+ series 03 - personalize at scale.01_invite,5b467755a0a95095b
2019-08-30,open,email_open,2019_09 - tradeshow - cmo connect - sep 22-24.01_em - invite - pmp 1,446bbac5654aacb00
2019-11-12,open,email_open,2019_11_15 - webinar - 6sense+ series 05 - mining for gold: aligning data.01_invite,9a5606568468977ab
2019-05-13,open,email_open,2019_05 - tradeshow - siriusdecisions summit - may 5-8.09_em - thank you for attending a speaking sessions,7c489baaa96806608
2019-05-13,open,email_open,2019_05 - tradeshow - siriusdecisions summit - may 5-8.09_em - thank you for attending a speaking sessions,48004cbc047478b5
2019-10-02,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.01_invite,a4c8069489cbcc674
2019-10-02,fill_out,form_fill,standard responsive form  - webinar,a4c8069489cbcc674
2019-10-02,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.01_invite,b068654b680899400
2019-10-02,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.01_invite,790489b0cbbc4440
2019-10-02,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.01_invite,649cb595b40b9b4cb
2019-10-02,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.01_invite,8c0868a50a0c5499b
2019-11-03,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.01_invite_keep,989800ac68ac6770
2019-04-26,view,known_web_visit,6sense.com/resources/events/women-in-b2b-marketing-empowerment-dinner-series-austin/,cacc080bc5c77487b
2019-04-26,fill_out,form_fill,standard responsive form - event,589a64b04bcc6aa04
2019-10-16,open,email_open,2019_10_30 - webinar -6sense+ series 03 - personalize at scale.01_invite,a6a80bba78a6c6a44
2019-09-28,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,47880aa7b9a77559b
2019-10-01,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.03_re-invite last chance,406a898980508007b
2019-09-30,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.03_re-invite last chance,a450b844ba78969a4
2019-09-30,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,7c8c656867c499664
2019-09-30,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.03_re-invite last chance,b0aab4bc8a5cb7ab4
2019-11-14,open,email_open,2019_11 - tradeshow - hypergrowth - nov 18.01_em - email 1,cc457cb5a64a05576
2019-11-14,open,email_open,2019_11_15 - webinar - 6sense+ series 05 - mining for gold: aligning data.03_re-invite last chance,7ca6449660b76cc4
2019-11-14,open,email_open,2019_11_15 - webinar - 6sense+ series 05 - mining for gold: aligning data.03_re-invite last chance,8c0868a50a0c5499b
2019-03-14,open,email_open,2019_03-webinar-siriusdecisions & quorum.03_invitation_reminder,b95b677aa0c90bb08
2019-06-26,open,email_open,2019_06_26 - webinar - sensei series 03 - uncovering demand.04_registrant reminder,9a5606568468977ab
2019-11-04,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.03_re-invite_keep_last chance,c5bb44a07bc4047b4
2019-11-04,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.01_invite_keep,9cb7075b7bbc4706
2019-06-03,view,known_web_visit,6sense.com/how-it-works/,9a5606568468977ab
2019-09-04,open,email_open,6sense | new abm ebook (1567628893.0),89c74b94c606a4a60
2019-10-15,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.04_registrant reminder,406765c854b7caa84
2019-06-13,fill_out,form_fill,website contact us form 2018,8c007b9b4a947c5c6
2019-09-02,view,known_web_visit,6sense.com/contact-us/thanks/,695c97cca485c8b48
2019-03-04,open,email_open,2019_03-webinar-siriusdecisions & quorum.01_invite,4870a699757aa8944
2019-11-20,view,known_web_visit,6sense.com/resources/press-releases/,68998ac4858c047b8
2019-05-21,open,email_open,2019_06 - field event - b2b in the black - june 5-21.em 01 - invite,649cb595b40b9b4cb
2019-09-19,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.01_invite,570b4766acca54ab0
2019-09-19,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.01_invite,9065b048b64406c68
2019-09-27,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,cc457cb5a64a05576
2019-09-27,view,known_web_visit,6sense.com/how-it-works/,444ca7055004c4000
2019-09-27,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,79b4b9acb66a90688
2019-09-27,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,5b467755a0a95095b
2019-06-12,open,email_open,2019_06_12 - webinar - sensei series 02 - beyond abm.04_registrant reminder,9a5606568468977ab
2019-08-16,open,email_open,2019_08 - direct mail - summer campaign.email 1 - marketing,790489b0cbbc4440
2019-05-24,view,known_web_visit,6sense.com/resources/events/meet-the-senseis-designing-abm-at-scale-webinar/,84ab5c507ca79b8a6
2019-04-12,open,email_open,2019_05 - tradeshow - siriusdecisions summit - may 5-8.01_em - invite - you're invited,cacc080bc5c77487b
2019-04-12,view,known_web_visit,6sense.com/resources/events/siriusdecisions-summit-2019/,85b0647a9ab60960
2019-11-06,open,email_open,"juniper's ""fit"" demand platform review  (1573068346.0)",7bba99077858a5c44
2019-10-14,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.03_re-invite last chance,7987acca08547059b
2019-10-14,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.02_registration confirmation,9065b048b64406c68
2019-10-14,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.03_re-invite last chance,9065b048b64406c68
2019-10-14,fill_out,form_fill,standard responsive form  - webinar,89c74b94c606a4a60
2019-10-14,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.03_re-invite last chance,cc8679776bc960a48
2019-10-14,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.03_re-invite last chance,4609a596abc0a48b4
2019-07-19,view,known_web_visit,6sense.com/contact-us/,8870546aa79c59760
2019-06-19,fill_out,form_fill,standard responsive form  - webinar,65ac60a77ca4c9008
2019-09-05,view,known_web_visit,6sense.com/contact-us/,6a67a897858445400
2019-08-27,view,known_web_visit,6sense.com/how-it-works/,7895464aab7596c9
2019-06-28,open,email_open,2019_07_10 - webinar - sensei series 04 - going account based.01_invite,48b0c68bc0076b6a6
2019-03-30,attended_in_person,attended_event,2019_03- field event - oraclemce - march18-20,850c60a70c58a699b
2019-10-31,open,email_open,2019_10_30 - webinar -6sense+ series 03 - personalize at scale.06_sorry we missed you,ab40b57bbc795776b
2019-11-05,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.03_re-invite_keep_last chance,406a898980508007b
2019-06-11,click,email_click,2019_06_26 - webinar - sensei series 03 - uncovering demand.01_invite,9a5606568468977ab
2019-08-08,view,known_web_visit,6sense.com/customers/,989800ac68ac6770
2019-03-20,open,email_open,2019_03-webinar-siriusdecisions & quorum.04_invite last chance,9ab59ca867a4b748
2019-04-16,open,email_open,2019_05 - tradeshow - siriusdecisions summit - may 5-8.02_em - invite - are you ready for siriusdecisions summit?,75a0967a8c4b47904
2019-04-16,open,email_open,2019_05 - tradeshow - siriusdecisions summit - may 5-8.02_em - invite - are you ready for siriusdecisions summit?,85b0647a9ab60960
2019-10-23,fill_out,form_fill,standard responsive form  - webinar,440b8babc809bcc
2019-08-14,open,email_open,2019_08 - tradeshow - b2bsmx - aug 12-13.02_em - booth visit thank you - hot,6b59a57a8408a4000
2019-08-14,open,email_open,2019_08 - tradeshow - b2bsmx - aug 12-13.02_em - booth visit thank you - hot,a6bb580806670cc9b
2019-09-26,open,email_open,2019_09 - field event - cmo connect - sep 22-24.01_em - invite - pmp 1,67b0bbbc49850b976
2019-07-29,open,email_open,re: predictive abm | optimizely | 6sense (1564155722.0),9a5606568468977ab
2019-07-29,open,email_open,2019_08 - tradeshow field event- mixology (b2bsmx) - aug 12.em 02 - confirm rsvp,59a49578b6765708
2019-10-02,view,known_web_visit,6sense.com/resources/events/6sense-plus-webinar-powering-paid-search-and-display-strategies-with-account-based-data​/,a4c8069489cbcc674
2019-10-02,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.01_invite,4859a7a47999b0904
2019-10-02,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.01_invite,b50ca76cabb0bc05b
2019-10-02,fill_out,form_fill,website - newsletter signup.newsletter form horizontal - new,7bba99077858a5c44
2019-08-12,open,email_open,2019_08 - platform issues - aug 8.product announcement email,7987acca08547059b
2019-10-16,open,email_open,2019_10_30 - webinar -6sense+ series 03 - personalize at scale.01_invite,9065b048b64406c68
2019-09-28,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06.b - oops apology to non-us,4cb79549c66c45b48
2019-09-28,click,email_click,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,b0aab4bc8a5cb7ab4
2019-09-28,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06.b - oops apology to non-us,649cb595b40b9b4cb
2019-09-28,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06.b - oops apology to non-us,8006408aacc06c840
2019-09-03,open,email_open,2019_09 - tradeshow - cmo connect - sep 22-24.02_em - invite - pmp 2,697547894c0c86ab8
2019-11-21,attended_in_person,attended_event,2019_11 - tradeshow - hypergrowth - nov 18,ab044a50457707cc0
2019-09-30,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.03_re-invite last chance,79b4b9acb66a90688
2019-09-30,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.03_re-invite last chance,b068654b680899400
2019-09-30,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,7747b555879cc5664
2019-11-14,open,email_open,2019_11 - tradeshow - hypergrowth - nov 18.01_em - email 1,b89897a94459a068
2019-11-14,open,email_open,2019_11_15 - webinar - 6sense+ series 05 - mining for gold: aligning data.03_re-invite last chance,6678596a94b857760
2019-08-07,fill_out,form_fill,standard responsive form - event,6b59a57a8408a4000
2019-06-26,view,known_web_visit,6sense.com/contact-us/thanks/,89040c4654bb59744
2019-06-26,open,email_open,2019_06_26 - webinar - sensei series 03 - uncovering demand.03_re-invite last chance,5457c6a997a984848
2019-11-04,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.03_re-invite_keep_last chance,9a5606568468977ab
2019-11-04,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.03_re-invite_keep_last chance,46abbac84c9c70ab0
2019-09-04,open,email_open,2019_09 - tradeshow - cmo connect - sep 22-24.03_em - invite - pmp 3,697547894c0c86ab8
2019-12-05,open,email_open,2019_11 - tradeshow - topo open house - nov 20-21.02_em - post show follow up 2,64708055cac4507ab
2019-02-06,open,email_open,2019_02_email_talkingsense_prospect.2019_02_email_talkingsense1_prospect,a95088c408c5778c6
2019-11-18,open,email_open,2019_11 - tradeshow - hypergrowth - nov 18.02_em - email 2,ab40b57bbc795776b
2019-02-25,open,email_open,2019_03-field event-allocadia-san francisco.email 1,a494a0cb489a68046
2019-02-05,open,email_open,2019_01_age of account based buying ebook.subject line test,869a5889b40570c5b
2019-08-29,open,email_open,2019_09 - tradeshow - cmo connect - sep 22-24.01_em - invite - pmp 1,cb7869c088c8c97b4
2019-06-13,view,known_web_visit,6sense.com/resources/events/meet-the-senseis/,4a66a868c59797648
2019-10-29,open,email_open,2019_10_30 - webinar -6sense+ series 03 - personalize at scale.03_re-invite last chance,79b4b9acb66a90688
2019-09-19,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.01_invite,a96b88976c5caa7ab
2019-09-19,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.01_invite,c496995b9c4c84a80
2019-09-27,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,a96b88976c5caa7ab
2019-06-12,view,known_web_visit,6sense.com/our-partners/,84ab5c507ca79b8a6
2019-08-16,open,email_open,2019_08 - direct mail - summer campaign.email 2 - sales,45cb68c84598b4648
2019-08-16,open,email_open,2019_08 - direct mail - summer campaign.email 2 - sales,cc05c95c49b4406b8
2019-10-17,open,email_open,2019_10_30 - webinar -6sense+ series 03 - personalize at scale.01_invite,9a5606568468977ab
2019-10-17,open,email_open,2019_10_30 - webinar -6sense+ series 03 - personalize at scale.01_invite,79b4b9acb66a90688
2019-08-22,attended_in_person,attended_event,2019_08 -field event-quince dinner - aug 21,68570cc58b6a08cc
2019-10-30,view,known_web_visit,6sense.com/resources/events/6sense-plus/,440b8babc809bcc
2019-10-30,fill_out,form_fill,standard responsive form  - webinar,ab40b57bbc795776b
2019-05-24,view,known_web_visit,6sense.com/resources/events/meet-the-senseis-beyond-abm-webinar/,9a5606568468977ab
2019-05-24,view,known_web_visit,6sense.com/resources/events/meet-the-senseis-uncovering-demand-webinar/,9a5606568468977ab
2019-05-24,open,email_open,2019_05_29 - webinar - sensei series 01 - abm fast track.01_a_invite,74c74aa7cb44c47b0
2019-12-17,fill_out,form_fill,standard responsive - website (contact us),604c76a6a6068c776
2019-08-27,fill_out,form_fill,website contact us form 2018,7895464aab7596c9
2019-08-27,view,known_web_visit,6sense.com/contact-us/thanks/,7895464aab7596c9
2019-04-29,open,email_open,2019_05 - tradeshow field event - kick off reception (siriusdecisions) - may 6.em 02 - confirm rsvp,48a9a87ba557b9840
2019-07-09,fill_out,form_fill,website contact us form 2018,68570cc58b6a08cc
2019-06-25,open,email_open,2019_06_26 - webinar - sensei series 03 - uncovering demand.03_re-invite last chance,7c947486c9460c408
2019-07-15,open,email_open,2019_07_10 - webinar - sensei series 04 - going account based.03_re-invite last chance,67b0bbbc49850b976
2019-08-01,open,email_open,re: predictive abm | optimizely | 6sense (1564691351.0),9a5606568468977ab
2019-10-31,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.01_invite_keep,67b0bbbc49850b976
2019-04-10,attended_in_person,attended_event,2019_03 - field event - cmo connect denver - march_3-5,8476c6bb87c0cc840
2019-07-11,fill_out,form_fill,website contact us form 2018,bb4c56c8407594bc6
2019-07-11,view,known_web_visit,6sense.com/how-it-works/,bb4c56c8407594bc6
2019-07-03,open,email_open,2019_06_12 - webinar - sensei series 02 - beyond abm.01_invite,48004cbc047478b5
2019-10-04,click,email_click,2019_10_15 - webinar -6sense+ series 02 - abm search & display.02_registration confirmation,4aac6564570c67704
2019-10-04,view,known_web_visit,6sense.com/resources/events/6sense-plus-webinar-powering-paid-search-and-display-strategies-with-account-based-data​/,4aac6564570c67704
2019-06-11,view,known_web_visit,6sense.com/contact-us/,a95088c408c5778c6
2019-06-11,open,email_open,2019_06_26 - webinar - sensei series 03 - uncovering demand.01_invite,44c0054c60a08469
2019-08-08,open,email_open,2019_08 - tradeshow field event- happy hour (b2bsmx) - aug 12.em 02 - confirm rsvp,76c78cb5a50b8a696
2019-11-01,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.01_invite_keep,4860a9009a96648cb
2019-03-20,open,email_open,2019_03-webinar-siriusdecisions & quorum.04_invite last chance,9b04560a0a495a55b
2019-03-20,open,email_open,2019_03-webinar-siriusdecisions & quorum.04_invite last chance,4aaa6b8684947b480
2019-04-16,open,email_open,2019_05 - tradeshow - siriusdecisions summit - may 5-8.02_em - invite - are you ready for siriusdecisions summit?,4765ba7794a5bc680
2019-04-16,view,known_web_visit,6sense.com/resources/blog/5-things-you-need-to-do-to-prepare-for-topo-summit/,85b0647a9ab60960
2019-10-23,open,email_open,2019_10_30 - webinar -6sense+ series 03 - personalize at scale.01_invite,75657694059807888
2019-10-23,open,email_open,2019_10_30 - webinar -6sense+ series 03 - personalize at scale.02_registration confirmation,7bba99077858a5c44
2019-10-09,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.01_invite,4609a596abc0a48b4
2019-08-06,view,known_web_visit,6sense.com/resources/events/marketing-mixology-boston-edition/,c87c6846a77450088
2019-06-04,open,email_open,2019_06_12 - webinar - sensei series 02 - beyond abm.01_invite,7c947486c9460c408
2019-07-18,fill_out,form_fill,website contact us form 2018,84bc76a969acb8896
2019-07-18,view,known_web_visit,6sense.com/contact-us/,84bc76a969acb8896
2019-10-02,view,known_web_visit,6sense.com/resources/blog/2-powerful-ways-to-supercharge-your-sales-pipeline-with-predictive-intelligence/,7bba99077858a5c44
2019-10-16,open,email_open,2019_10_30 - webinar -6sense+ series 03 - personalize at scale.01_invite,8006408aacc06c840
2019-10-01,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.04_registrant reminder,989800ac68ac6770
2019-05-10,open,email_open,2018_12 - webinar - take control in an account-based world - dec 13.email 2,9b04560a0a495a55b
2019-04-22,fill_out,form_fill,standard 6 field form - white,4b86b8ba9cb4a4cc6
2019-09-30,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.03_re-invite last chance,47aacc89a4c895a7
2019-09-30,click,email_click,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.02_registration confirmation,ca587a74075c7a75b
2019-09-30,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.03_re-invite last chance,a795697a47b075450
2019-11-14,open,email_open,2019_11_15 - webinar - 6sense+ series 05 - mining for gold: aligning data.03_re-invite last chance,406a898980508007b
2019-03-14,view,known_web_visit,6sense.com/resources/webinar/webinar-the-lead-is-dead-long-live-the-buying-team-thanks/,85706c6a8bab90464
2019-08-07,click,email_click,2019_08 - tradeshow - b2bsmx - aug 12-13.01_em - invite,76c78cb5a50b8a696
2019-08-07,open,email_open,2019_08 - tradeshow - b2bsmx - aug 12-13.01_em - invite,c8b85598477b4b560
2019-06-26,open,email_open,2019_06_26 - webinar - sensei series 03 - uncovering demand.03_re-invite last chance,48a9a87ba557b9840
2019-06-26,view,known_web_visit,6sense.com/resources/events/meet-the-senseis/#,48a9a87ba557b9840
2019-11-04,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.03_re-invite_keep_last chance,67b0bbbc49850b976
2019-02-06,open,email_open,2019_02_email_talkingsense_prospect.2019_02_email_talkingsense1_prospect,497604c5c45a6a8cb
2019-11-18,open,email_open,2019_11 - tradeshow - hypergrowth - nov 18.02_em - email 2,cc457cb5a64a05576
2019-03-18,open,email_open,2019_03_email_pardot_webinar_promo.2019_03_email_pardot_webinar_promo_invite,bb8b959668094406
2019-08-25,view,known_web_visit,6sense.com/resources/reports/6sense-named-a-leader-in-the-forrester-wave-b2b-customer-analytics-q1-2019/,989800ac68ac6770
2019-06-17,view,known_web_visit,6sense.com/how-it-works/,ac05ca75cb6b78acb
2019-11-27,click,email_click,2019_11 - tradeshow - topo open house - nov 20-21.01_em - post show follow up,64708055cac4507ab
2019-03-04,fill_out,form_fill,standard responsive form  - webinar,6bb06690b046b84a6
2019-09-19,open,email_open,2019_10_01 - webinar - 6sense+ series 01 - personalize & prioritize direct gifting.01_invite,b0aab4bc8a5cb7ab4
2019-09-27,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,b406c674656760588
2019-09-27,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,4cb79549c66c45b48
2019-09-27,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,6678596a94b857760
2019-09-27,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,68570cc58b6a08cc
2019-09-27,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.06 - customer speaker announcements,46cab57bcc7bc0c04
2019-05-24,open,email_open,2019_05_29 - webinar - sensei series 01 - abm fast track.01_a_invite,7c947486c9460c408
2019-05-24,view,known_web_visit,6sense.com/careers/join-us/,84ab5c507ca79b8a6
2019-05-24,open,email_open,2019_05_29 - webinar - sensei series 01 - abm fast track.01_a_invite,a45c5a84ccbb067c4
2019-05-24,open,email_open,2019_05_21 - partner webinar - pedowitz techtalk.06_sorry we missed you,9a5606568468977ab
2019-05-24,view,known_web_visit,6sense.com/resources/events/meet-the-senseis-beyond-abm-webinar/,84ab5c507ca79b8a6
2019-01-11,open,email_open,2019_01_email_product update_new campaign experience & user mgmt.product announcement email b,84ab5c507ca79b8a6
2019-04-12,click,email_click,2019_04 - tradeshow - gartner marketing symposium - april 29-may 1.02_em - invite - execute your marketing vision,a90bc85b645c5c444
2019-10-14,click,email_click,2019_10_15 - webinar -6sense+ series 02 - abm search & display.02_registration confirmation,89c74b94c606a4a60
2019-10-14,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.02_registration confirmation,68570cc58b6a08cc
2019-04-24,view,known_web_visit,6sense.com/resources/events/siriusdecisions-summit-2019/,c9cb79c75804965ab
2019-12-17,fill_out,form_fill,standard form w. keywords,b09cc955cb66ca4a6
2019-09-05,view,known_web_visit,6sense.com/contact-us/thanks/,6a67a897858445400
2019-07-08,open,email_open,re: predictive abm | optimizely | 6sense (1562170518.0),9a5606568468977ab
2019-06-25,open,email_open,2019_05_21 - partner webinar - pedowitz techtalk.01_invite,406765c854b7caa84
2019-08-15,open,email_open,2019_08_22 - simulive webinar - 6sense marketing demo.02_registration confirmation,89860c55495aba600
2019-08-23,open,email_open,2019_08_22 - simulive webinar - 6sense marketing demo.05_thanks for attending,89860c55495aba600
2019-10-31,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.01_invite_keep,4609a596abc0a48b4
2019-10-31,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.01_invite_keep,8b809c80bb9790bb4
2019-10-31,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.01_invite_keep,8006408aacc06c840
2019-06-11,open,email_open,2019_06_26 - webinar - sensei series 03 - uncovering demand.01_invite,cacc080bc5c77487b
2019-06-11,open,email_open,2019_06_12 - webinar - sensei series 02 - beyond abm.03_re-invite last chance,48004cbc047478b5
2019-09-25,open,email_open,2019_12 - field event - 6sense breakthrough - dec. 2-4.05 - agenda launch,7987acca08547059b
2019-09-25,click,email_click,re: 6sense | new abm ebook (1569350136.0),89c74b94c606a4a60
2019-06-04,open,email_open,2019_06_12 - webinar - sensei series 02 - beyond abm.01_invite,65ac60a77ca4c9008
2019-11-01,open,email_open,2019_11_05 - webinar -6sense+ series 04 - personalize web with account-based data.01_invite_keep,79b4b9acb66a90688
2019-11-01,view,known_web_visit,6sense.com/customers/,66a56c545c074b9b0
2019-04-16,click,email_click,2019_05 - tradeshow - siriusdecisions summit - may 5-8.01_em - invite - you're invited,a95088c408c5778c6
2019-04-16,open,email_open,2019_05 - tradeshow - siriusdecisions summit - may 5-8.02_em - invite - are you ready for siriusdecisions summit?,75c9c545860ac0ab8
2019-10-23,open,email_open,2019_10_30 - webinar -6sense+ series 03 - personalize at scale.01_invite,5c7aa7856b4c6599b
2019-07-29,fill_out,form_fill,website contact us form 2018,989800ac68ac6770
2019-05-13,open,email_open,2019_05 - tradeshow - siriusdecisions summit - may 5-8.09_em - thank you for attending a speaking sessions,48b0c68bc0076b6a6
2019-04-28,click,email_click,2019_04 - tradeshow - gartner marketing symposium - april 29-may 1.05_em_invite hh final send,a90bc85b645c5c444
2019-10-02,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.01_invite,44b64ab864ac44880
2019-10-02,open,email_open,6sense | a gift is waiting for you! (1570053361.0),7bba99077858a5c44
2019-10-02,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.01_invite,7c947486c9460c408
2019-10-16,open,email_open,2019_10_15 - webinar -6sense+ series 02 - abm search & display.05_thanks for attending,a4c8069489cbcc674
